timestamp,event,voice,model,chars,credits_estimate,stability,similarity,speed,seconds,budget,fits,peak_db,file,notes
2026-08-06T20:58:54Z,lohen_chambers,swA5<-lo_v2,eleven_multilingual_sts_v2,0,36,0.5,1.0,,2.183,2.90,да,-1.6,lohen_chambers__swA5_a1.mp3,из lohen_chambers_take4.wav; тихая: ручка без выравнивания — контроль
2026-08-06T20:59:00Z,lohen_impressed,swB1<-lo_v2,eleven_multilingual_sts_v2,0,42,,,,2.508,2.70,да,-0.9,lohen_impressed__swB1_a1.mp3,из v2/lohen_impressed_v2_take4.wav; вход -1 dBFS по пику (+0.5 dB); громкая: только выравнивание
2026-08-06T20:59:05Z,lohen_impressed,swB2<-lo_v2,eleven_multilingual_sts_v2,0,42,0.5,0.35,,2.508,2.70,да,-0.8,lohen_impressed__swB2_a1.mp3,из v2/lohen_impressed_v2_take4.wav; громкая: слабое сходство
2026-08-06T20:59:10Z,lohen_impressed,swB3<-lo_v2,eleven_multilingual_sts_v2,0,42,0.5,1.0,,2.508,2.70,да,-1.0,lohen_impressed__swB3_a1.mp3,из v2/lohen_impressed_v2_take4.wav; громкая: предельное сходство
2026-08-06T20:59:15Z,lohen_impressed,swB4<-lo_v2,eleven_multilingual_sts_v2,0,42,,,,2.508,2.70,да,-0.8,lohen_impressed__swB4_a1.mp3,из v2/lohen_impressed_v2_take4.wav; громкая: снятие фона
2026-08-06T21:02:15Z,lohen_chambers,swA1b<-lo_v2,eleven_multilingual_sts_v2,0,36,,,,2.183,2.90,да,-1.3,lohen_chambers__swA1b_a1.mp3,из lohen_chambers_take4.wav; вход -1 dBFS по пику (+5.0 dB); повтор swA1 без изменений — замер разброса модели
2026-08-06T21:02:21Z,lohen_chambers,swA1c<-lo_v2,eleven_multilingual_sts_v2,0,36,,,,2.183,2.90,да,-1.5,lohen_chambers__swA1c_a1.mp3,из lohen_chambers_take4.wav; вход -1 dBFS по пику (+5.0 dB); повтор swA1 без изменений — замер разброса модели
2026-08-06T21:49:23Z,lohen_impressed,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,42,,,,2.508,2.70,да,-0.8,lohen_impressed__mysts2_a1.mp3,из v2/lohen_impressed_v2_take4.wav; вход -1 dBFS по пику (+0.5 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:49:31Z,lohen_security,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,55,,,,3.344,3.60,да,-1.5,lohen_security__mysts2_a1.mp3,из lohen_security_take4.wav; вход -1 dBFS по пику (+6.9 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:49:38Z,prisoner_refuse,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,37,,,,2.229,2.60,да,-1.0,prisoner_refuse__mysts2_a1.mp3,из v2/prisoner_refuse_v2_best25_take11.wav; вход -1 dBFS по пику (-0.3 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:49:46Z,lohen_tongue,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,36,,,,2.183,2.30,да,-2.1,lohen_tongue__mysts2_a1.mp3,из lohen_tongue_take9.wav; вход -1 dBFS по пику (+3.0 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:49:54Z,lohen_game,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,30,,,,1.811,2.20,да,-1.4,lohen_game__mysts2_a1.mp3,из lohen_game_take13.wav; вход -1 dBFS по пику (+1.0 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:01Z,lohen_chambers,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,36,,,,2.136,2.90,да,-0.8,lohen_chambers__mysts2_a1.mp3,из lohen_chambers_take4.wav; вход -1 dBFS по пику (+5.0 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:09Z,lohen_count,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,31,,,,1.858,3.50,да,-2.5,lohen_count__mysts2_a1.mp3,из lohen_count_take8.wav; вход -1 dBFS по пику (+8.9 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:15Z,guard_shout,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,16,,,,0.975,1.60,да,-1.1,guard_shout__mysts2_a1.mp3,из guard_shout_take11.wav; вход -1 dBFS по пику (+1.8 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:22Z,lohen_finally,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,23,,,,1.347,5.10,да,-1.1,lohen_finally__mysts2_a1.mp3,из lohen_finally_take3.wav; вход -1 dBFS по пику (+8.7 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:29Z,lohen_feel,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,26,,,,1.579,5.20,да,-1.6,lohen_feel__mysts2_a1.mp3,из lohen_feel_take4.wav; вход -1 dBFS по пику (+4.2 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:37Z,lohen_thatall,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,46,,,,2.786,5.20,да,-2.4,lohen_thatall__mysts2_a1.mp3,из lohen_thatall_take9.wav; вход -1 dBFS по пику (+5.3 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:43Z,lohen_really,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,18,,,,1.068,1.20,да,-2.0,lohen_really__mysts2_a1.mp3,из lohen_really_take5.wav; вход -1 dBFS по пику (+6.8 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:50:50Z,lohen_final,mysts2<-lo_v2,eleven_multilingual_sts_v2,0,80,,,,4.783,9.40,да,-1.0,lohen_final__mysts2_a1.mp3,из lohen_final_take2.wav; вход -1 dBFS по пику (+4.9 dB); рецепт из слепого сравнения: пик -1 dBFS + снятие фона
2026-08-06T21:52:54Z,lohen_chambers,tb1<-lo_v2,eleven_multilingual_sts_v2,0,36,,,,2.136,2.90,да,-1.7,lohen_chambers__tb1_a1.mp3,из lohen_chambers_take4.wav; вход -1 dBFS по пику (+5.0 dB); очная ставка: выравнивание+фон
2026-08-06T21:52:58Z,lohen_chambers,tb2<-lo_v2,eleven_multilingual_sts_v2,0,36,0.5,0.35,,2.183,2.90,да,-0.9,lohen_chambers__tb2_a1.mp3,из lohen_chambers_take4.wav; очная ставка: сходство 0.35
2026-08-06T21:53:05Z,lohen_chambers,tb3<-lo_v2,eleven_multilingual_sts_v2,0,36,0.5,0.35,,2.136,2.90,да,-2.6,lohen_chambers__tb3_a1.mp3,из lohen_chambers_take4.wav; вход -1 dBFS по пику (+5.0 dB); очная ставка: всё вместе
2026-08-06T21:53:12Z,lohen_impressed,tb1<-lo_v2,eleven_multilingual_sts_v2,0,42,,,,2.508,2.70,да,-0.6,lohen_impressed__tb1_a1.mp3,из v2/lohen_impressed_v2_take4.wav; вход -1 dBFS по пику (+0.5 dB); очная ставка: выравнивание+фон
2026-08-06T21:53:16Z,lohen_impressed,tb2<-lo_v2,eleven_multilingual_sts_v2,0,42,0.5,0.35,,2.508,2.70,да,-1.0,lohen_impressed__tb2_a1.mp3,из v2/lohen_impressed_v2_take4.wav; очная ставка: сходство 0.35
2026-08-06T21:53:23Z,lohen_impressed,tb3<-lo_v2,eleven_multilingual_sts_v2,0,42,0.5,0.35,,2.508,2.70,да,-0.7,lohen_impressed__tb3_a1.mp3,из v2/lohen_impressed_v2_take4.wav; вход -1 dBFS по пику (+0.5 dB); очная ставка: всё вместе
